 Marshall Brickman,"['tt0075686', 'tt0107507']",[]
Trey Parker,"['tt0158983', 'tt0372588']",[]
Matt Stone,['tt0158983'],[]
 Trey Parker,['tt0158983'],[]
 Matt Stone,"['tt0158983', 'tt0372588']",[]
 Pam Brady,"['tt0158983', 'tt0372588']",[]
Frank Herbert,['tt0087182'],[]
David Lynch,"['tt0087182', 'tt0116922', 'tt0080678', 'tt0090756', 'tt0166924', 'tt0105665', 'tt0105665', 'tt0100935']",[]
John Michael McDonagh,"['tt2234003', 'tt1540133']",[]
Andrew Bovell,"['tt1972571', 'tt1226273']",[]
John le Carré,"['tt1972571', 'tt1340800']",[]
Stephen Cornwell,['tt1972571'],[]
George Lucas,"['tt0120915', 'tt0367882', 'tt0367882', 'tt0066434', 'tt0066434', 'tt0087469', 'tt0082971', 'tt0097576', 'tt0097576', 'tt2488496', 'tt0069704', 'tt0096446', 'tt0080684', 'tt0121766', 'tt0086190', 'tt0086190', 'tt0076759', 'tt0121765', 'tt0121765']",[]
John Hughes,"['tt0097958', 'tt0090305', 'tt0091042', 'tt0095253', 'tt0088847', 'tt0099785', 'tt0101635', 'tt0101545', 'tt0088128', 'tt0098554']",[]
Rick Famuyiwa,['tt3850214'],[]
Peter Maas,['tt0070666'],[]
Waldo Salt,"['tt0070666', 'tt0064665']",[]
Norman Wexler,"['tt0070666', 'tt0073349']",[]
Steven Zaillian,"['tt1568346', 'tt0108065', 'tt0120633', 'tt0109444', 'tt0212985', 'tt1210166', 'tt0765429', 'tt0108052', 'tt0099077', 'tt0217505', 'tt0117060']",[]
Stieg Larsson,['tt1568346'],[]
Fred Waitzkin,['tt0108065'],[]
Leo Marks,"['tt0054167', 'tt0054167']",[]
Jonathan Harr,['tt0120633'],[]
Philip Roth,['tt0308383'],[]
Nicholas Meyer,"['tt0308383', 'tt0102975', 'tt0092007', 'tt0080025', 'tt0075194']",[]
Gary Brandner,['tt0082533'],[]
John Sayles,"['tt0082533', 'tt0829193', 'tt0116905']",[]
Terence H. Winkless,['tt0082533'],[]
John Dahl,['tt0105226'],[]
 Rick Dahl,['tt0105226'],[]
Stuart Beattie,"['tt0369339', 'tt0389722', 'tt0325980', 'tt0383574', 'tt0449088', 'tt1046173', 'tt1046173']",[]
Bruce A. Evans,"['tt0088172', 'tt0092005', 'tt0780571']",[]
 Raynold Gideon,"['tt0088172', 'tt0780571']",[]
David S. Ward,"['tt0070735', 'tt0108160', 'tt0107889', 'tt0097815']",[]
David Koepp,"['tt0164181', 'tt0107290', 'tt0106519', 'tt0367882', 'tt0258000', 'tt0407304', 'tt0120832', 'tt0120832', 'tt0995039', 'tt0119567', 'tt0808151', 'tt0117060', 'tt0117060']",[]
Ken Shapiro,['tt0082763'],[]
 Tom Sherohman,['tt0082763'],[]
Arthur Sellers,['tt0082763'],[]
Joshua Marston,['tt0390221'],[]
Nia Vardalos,['tt0259446'],[]
Keith W. Strandberg,['tt0101327'],[]
John Landis,"['tt0118604', 'tt0088930', 'tt0082010']",[]
 Tim Burns,['tt0118604'],[]
 Tom Stern,['tt0118604'],[]
 Anthony Waller,['tt0118604'],[]
George S. Kaufman,['tt0019777'],[]
Morrie Ryskind,['tt0019777'],[]
Thomas Rickman,['tt0080549'],[]
Loretta Lynn,['tt0080549'],[]
George Vecsey,['tt0080549'],[]
John Wells,['tt1172991'],[]
Carol Watson,"['tt0416658', 'tt0083972']",[]
Brian Helgeland,"['tt0118883', 'tt0120784', 'tt0112401', 'tt0328107', 'tt0450405', 'tt0947810', 'tt0119925', 'tt3569230', 'tt0119488', 'tt0453562', 'tt0309377', 'tt0327056', 'tt0095742', 'tt0095742']",[]
Paul Dehn,"['tt0068408', 'tt0065462', 'tt0065462']",[]
Pierre Boulle,"['tt0068408', 'tt0065462', 'tt0063442', 'tt1318514']",[]
David Guggenheim,"['tt1599348', 'tt1656186']",[]
Michael Frost Beckner,"['tt0266987', 'tt0266987']",[]
David Arata,"['tt0266987', 'tt0206634']",[]
Luis Valdez,['tt0093378'],[]
James Warner Bellah,['tt0041866'],[]
Frank S. Nugent,"['tt0041866', 'tt0049730']",[]
Laurence Stallings,['tt0041866'],[]
James Ashmore Creelman,['tt0024216'],[]
Ruth Rose,"['tt0024216', 'tt0120751']",[]
Merian C. Cooper,"['tt0024216', 'tt0120751', 'tt0360717']",[]
Edgar Wallace,"['tt0024216', 'tt0360717']",[]
Douglas Day Stewart,['tt0084434'],[]
Jim Thomas,"['tt0093773', 'tt0758730', 'tt0100403', 'tt1424381', 'tt0116253', 'tt0120891', 'tt0183523', 'tt0183523']",[]
 John Thomas,"['tt0093773', 'tt0100403', 'tt0116253']",[]
Joe Carnahan,"['tt1601913', 'tt0475394', 'tt0429493']",[]
Ian Mackenzie Jeffers,"['tt1601913', 'tt1601913']",[]
Robert Rodriguez,"['tt0462322', 'tt0104815', 'tt0985694']",[]
 Rob Zombie,['tt0462322'],[]
 Edgar Wright,"['tt0462322', 'tt0365748']",[]
 Jeff Rendell,['tt0462322'],[]
 Eli Roth,"['tt0462322', 'tt2403021']",[]
Rob Cotterill,['tt0462322'],[]
Jason Eisener,['tt0462322'],[]
John Davies,['tt0462322'],[]
William Peter Blatty,"['tt0204313', 'tt0070047', 'tt0070047']",[]
Caleb Carr,['tt0204313'],[]
Alexi Hawley,['tt0204313'],[]
Matt Greenhalgh,['tt1266029'],[]
